Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Kilómetros,Título,Precio,Moneda,Tipo de vendedor
Kia,Sorento,2010.0,2.4 Ex 4x4 6at,,Nafta,5.0,Automática,2.4,225000 km,Kia Sorento 2.4 Ex 4x4 6at,11200.0,U$S,particular
Kia,Sorento,2007.0,2.5 Ex Crdi 170 Hp At,Gris,Diésel,5.0,Automática,2.5,200000 km,Kia Sorento 2.5 Ex Crdi 170 Hp At,8500.0,U$S,concesionaria
Kia,Sorento,2011.0,2.4 Ex 4x4 6at,,Nafta,5.0,Automática,2.4,246000 km,Kia Sorento 2.4 Ex 4x4 6at,12300.0,U$S,particular
Kia,Sorento,2013.0,2.4 Ex 4x2 6at,,Nafta,5.0,Automática,2.4,92000 km,Kia Sorento 2.4 Ex 4x2 6at,15000.0,U$S,concesionaria
Kia,Sorento,2016.0,2.2 Ex,Gris,Diésel,5.0,Automática,2.2,158100 km,Kia Sorento 2.2 Ex,29473.68,U$S,concesionaria
Kia,Sorento,2013.0,2.4 Ex 4x2 6at,,Nafta,5.0,Automática,2.4,256000 km,Kia Sorento 2.4 Ex 4x2 6at,12000.0,U$S,particular
Kia,Sorento,2010.0,2.2 CRDI AT,Negro,Diésel,5.0,Automática,2.2,200000 km,Kia Sorento 2.2 CRDI AT,11500.0,U$S,concesionaria
Kia,Sorento,2011.0,2.4 Ex Premium 4x4 6at,Blanco,Nafta,5.0,Automática,2.4,190000 km,Kia Sorento 2.4 Ex Premium 4x4 6at,11200.0,U$S,concesionaria
Kia,Sorento,2017.0,2.2 Crdi Ex,,Diésel,5.0,Automática,2.2,144000 km,Kia Sorento 2.2 Crdi Ex,32000.0,U$S,concesionaria
Kia,Sorento,2006.0,2.5 Ex Crdi 140 Hp At Exe,,Eléctrico,5.0,Automática,2.5,213000 km,Kia Sorento 2.5 Ex Crdi 140 Hp At Exe,9000.0,U$S,concesionaria
Kia,Sorento,2017.0,2.4 Ex,,Nafta,5.0,Manual,2.4,152000 km,Kia Sorento 2.4 Ex,31578.95,U$S,concesionaria
Kia,Sorento,2012.0,2.4 Ex 4x2 6at,Blanco,Nafta,5.0,Automática,2.4,195000 km,Kia Sorento 2.4 Ex 4x2 6at,13500.0,U$S,concesionaria
Kia,Sorento,2005.0,3.5 Ex At Executive,,Nafta,5.0,Automática,3.5,145000 km,Kia Sorento 3.5 Ex At Executive,9500.0,U$S,particular
Kia,Sorento,2017.0,2.2 Crdi Ex,,Diésel,5.0,Automática,2.2,128000 km,Kia Sorento 2.2 Crdi Ex,34500.0,U$S,particular
Kia,Sorento,2019.0,2.2 Crdi Gt-line Ex 4x4,Gris,Diésel,5.0,Automática,2.2,90000 km,Kia Sorento 2.2 Crdi Gt-line Ex 4x4,46500.0,U$S,concesionaria
Kia,Sorento,2017.0,2.2 Crdi Ex,Gris,Diésel,5.0,Automática,2.2,80000 km,Kia Sorento 2.2 Crdi Ex,32000.0,U$S,concesionaria
Kia,Sorento,2013.0,2.2 Ex Premium 4x4 6at,,Diésel,5.0,Automática,2.2,79000 km,Kia Sorento 2.2 Ex Premium 4x4 6at,22000.0,U$S,particular
Kia,Sorento,2018.0,2.4 Ex At 4x2,Gris,Nafta,5.0,Automática,2.4,68000 km,Kia Sorento 2.4 Ex At 4x2,32000.0,U$S,concesionaria
Kia,Sorento,2012.0,2.4 Ex 4x2 6at,,Nafta,5.0,Automática,2.4,220000 km,Kia Sorento 2.4 Ex 4x2 6at,9500.0,U$S,particular
Kia,Sorento,2006.0,3.5 Ex 4x4 At,,Nafta,5.0,Automática,3.5,157000 km,Kia Sorento 3.5 Ex 4x4 At,9500.0,U$S,concesionaria
Kia,Sorento,2013.0,2.4 Ex 4x2 6at,,Nafta,5.0,Automática,2.4,165000 km,Kia Sorento 2.4 Ex 4x2 6at,14300.0,U$S,particular
Kia,Sorento,2018.0,2.4 Ex At 4x2,Gris,Nafta,5.0,Automática,2.4,145000 km,Kia Sorento 2.4 Ex At 4x2,20900.0,U$S,particular
Kia,Sorento,2013.0,2.4 Ex 4x2 6at,,Nafta,5.0,Automática,2.4,190000 km,Kia Sorento 2.4 Ex 4x2 6at,14000.0,U$S,concesionaria
Kia,Sorento,2012.0,2.2 Ex Premium 4x4 6at,Marrón,Diésel,5.0,Automática,2.2,180000 km,Kia Sorento 2.2 Ex Premium 4x4 6at,14990.0,U$S,concesionaria
Kia,Sorento,2009.0,2.5 Crdi Ex 4x4 170cv Tgv Esp,Negro,Diésel,5.0,Automática,2.5,200000 km,Kia Sorento 2.5 Crdi Ex 4x4 170cv Tgv Esp,9473.68,U$S,concesionaria
Kia,Sorento,2017.0,2.2 Crdi Ex,,Diésel,5.0,Automática,2.2,107000 km,Kia Sorento 2.2 Crdi Ex,32000.0,U$S,particular
Kia,Sorento,2018.0,2.4 Ex At 4x2,Plateado,Nafta,5.0,Automática,2.4,130000 km,Kia Sorento 2.4 Ex At 4x2,33000.0,U$S,particular
Kia,Sorento,2011.0,2.4 Ex Premium 4x4 6at,,Nafta,5.0,Automática,2.4,195000 km,Kia Sorento 2.4 Ex Premium 4x4 6at,14000.0,U$S,particular
Kia,Sorento,2011.0,2.4 Ex Premium 4x4 6at,,Nafta,5.0,Automática,2.4,189000 km,Kia Sorento 2.4 Ex Premium 4x4 6at,14300.0,U$S,particular
Kia,Sorento,2017.0,2.2 Crdi Ex,,Diésel,5.0,Automática,2.2,138000 km,Kia Sorento 2.2 Crdi Ex,28000.0,U$S,particular
Kia,Sorento,2009.0,2.5 Crdi Ex 4x4 170cv Tgv Esp,Negro,Diésel,5.0,Automática,2.5,218000 km,Kia Sorento 2.5 Crdi Ex 4x4 170cv Tgv Esp,9800.0,U$S,particular
Kia,Sorento,2012.0,2.4 Ex 4x2 6at,Gris,Nafta,5.0,Automática,2.4,130000 km,Kia Sorento 2.4 Ex 4x2 6at,14000.0,U$S,particular
Kia,Sorento,2018.0,2.2 Crdi Gt-line Ex 4x4,,Diésel,7.0,Automática,2.2,60000 km,Kia Sorento 2.2 Crdi Gt-line Ex 4x4,42000.0,U$S,particular
Kia,Sorento,2006.0,2.5 Ex 4x4 At,,Diésel,5.0,Automática,2.5,218000 km,Kia Sorento 2.5 Ex 4x4 At,5000.0,U$S,particular
Kia,Sorento,2014.0,2.2 Ex Premium 4x4 6at,,Diésel,5.0,Automática,2.2,114000 km,Kia Sorento 2.2 Ex Premium 4x4 6at,23000.0,U$S,particular
Kia,Sorento,2006.0,3.5 Exclusive 4x4 At,,Nafta,5.0,Automática,3.5,220000 km,Kia Sorento 3.5 Exclusive 4x4 At,9090.91,U$S,particular
Kia,Sorento,2010.0,2.4 Ex 4x4 6at,,Nafta,5.0,Automática,2.4,220000 km,Kia Sorento 2.4 Ex 4x4 6at,11500.0,U$S,particular
Kia,Sorento,2007.0,2.5 Ex Crdi 140 Hp At,,Diésel,5.0,Automática,2.5,165000 km,Kia Sorento 2.5 Ex Crdi 140 Hp At,8612.44,U$S,particular
Kia,Sorento,2009.0,2.5 Crdi Ex 4x4 At 140cv,Celeste,Diésel,5.0,Automática,2.5,250000 km,Kia Sorento 2.5 Crdi Ex 4x4 At 140cv,8900.0,U$S,particular
Kia,Sorento,2008.0,2.5 Crdi Ex 4x4 At 140cv,Dorado,Diésel,5.0,Automática,2.5,285000 km,Kia Sorento 2.5 Crdi Ex 4x4 At 140cv,8900.0,U$S,particular
Kia,Sorento,2010.0,2.2 Ex Premium 4x4 6at,Gris,Diésel,5.0,Automática,2.2,229000 km,Kia Sorento 2.2 Ex Premium 4x4 6at,14000.0,U$S,particular
Kia,Sorento,2008.0,2.5 Crdi Ex 4x4 At 140cv,,Diésel,5.0,Automática,2.5,244000 km,Kia Sorento 2.5 Crdi Ex 4x4 At 140cv,11000.0,U$S,particular
Kia,Sorento,2008.0,2.5 Crdi Ex 4x4 At 140cv,,Diésel,5.0,Automática,2.5,290233 km,Kia Sorento 2.5 Crdi Ex 4x4 At 140cv,7000.0,U$S,particular
Kia,Sorento,2012.0,2.4 Ex Premium 4x4 6at,Plateado,Nafta,5.0,Automática,2.4,132000 km,Kia Sorento 2.4 Ex Premium 4x4 6at,14000.0,U$S,particular
Kia,Sorento,2014.0,2.2 Ex 4x4 6at,Marrón,Diésel,5.0,Automática,2.2,134000 km,Kia Sorento 2.2 Ex 4x4 6at,23000.0,U$S,particular
Kia,Sorento,2009.0,3.8 Ex 4x4 At Esp,,Nafta,5.0,Automática,3.8,200000 km,Kia Sorento 3.8 Ex 4x4 At Esp,8000.0,U$S,particular
Kia,Sorento,2010.0,3.8 Ex 4x4 At Esp,,Nafta,5.0,Automática,3.8,270000 km,Kia Sorento 3.8 Ex 4x4 At Esp,7500.0,U$S,particular
Kia,Sorento,2009.0,2.5 Crdi Ex 4x4 170cv Tgv Esp,Negro,Diésel,5.0,Automática,2.5,232000 km,Kia Sorento 2.5 Crdi Ex 4x4 170cv Tgv Esp,9800.0,U$S,particular
Kia,Sorento,2012.0,2.4 Ex 4x2 6at,,Nafta,5.0,Automática,2.4,140000 km,Kia Sorento 2.4 Ex 4x2 6at,11000.0,U$S,particular
Kia,Sorento,2012.0,2.4 Ex 4x2 6at,,Nafta,5.0,Automática,2.4,220000 km,Kia Sorento 2.4 Ex 4x2 6at,11500.0,U$S,particular
Kia,Sorento,2007.0,3.8 Ex At,,Nafta,5.0,Automática,3.8,150000 km,Kia Sorento 3.8 Ex At,8000.0,U$S,particular
Kia,Sorento,2013.0,2.4 Ex Premium 4x4 6at,,Nafta,5.0,Automática,2.4,99500 km,Kia Sorento 2.4 Ex Premium 4x4 6at,20000.0,U$S,particular
Kia,Sorento,2009.0,2.5 Crdi Ex 4x4 170cv Tgv Esp,,Diésel,5.0,Automática,2.5,162000 km,Kia Sorento 2.5 Crdi Ex 4x4 170cv Tgv Esp,10000.0,U$S,particular
Kia,Sorento,2018.0,2.2 Crdi Ex 4x4,Blanco,Diésel,5.0,Automática,2.2,65000 km,Kia Sorento 2.2 Crdi Ex 4x4,35000.0,U$S,particular
Kia,Sorento,2012.0,2.4 Ex 4x4 6at,Plateado,Nafta,5.0,Automática,2.4,95680 km,Kia Sorento 2.4 Ex 4x4 6at,15000.0,U$S,particular
Kia,Sorento,2009.0,2.5 Crdi Ex 4x4 170cv Tgv Esp,,Diésel,5.0,Automática,2.5,270000 km,Kia Sorento 2.5 Crdi Ex 4x4 170cv Tgv Esp,8000.0,U$S,particular
Kia,Sorento,2006.0,3.5 Exclusive 4x4 At,Negro,Nafta,5.0,Automática,3.5,255000 km,Kia Sorento 3.5 Exclusive 4x4 At,6698.56,U$S,particular
Kia,Sorento,2013.0,2.4 Ex 4x2 6at,Blanco,Nafta,5.0,Automática,2.4,150000 km,Kia Sorento 2.4 Ex 4x2 6at,16500.0,U$S,particular
Kia,Sorento,2006.0,3.5 Ex 4x4 At,Dorado,Nafta,5.0,Automática,3.5,220000 km,Kia Sorento 3.5 Ex 4x4 At,6999.0,U$S,particular
Kia,Sorento,2013.0,2.4 Ex 4x2 6at,,Nafta,5.0,Automática,2.4,170000 km,Kia Sorento 2.4 Ex 4x2 6at,16000.0,U$S,particular
Kia,Sorento,2012.0,2.4 Ex Premium 4x4 6at,,Nafta,5.0,Automática,2.4,190000 km,Kia Sorento 2.4 Ex Premium 4x4 6at,13500.0,U$S,particular
Kia,Sorento,2012.0,2.4 Ex 4x2 6at,,Nafta,5.0,Automática,2.4,174000 km,Kia Sorento 2.4 Ex 4x2 6at,12000.0,U$S,particular
Kia,Sorento,2008.0,2.5 Crdi Ex 4x4 At 140cv,,Diésel,5.0,Automática,2.5,180000 km,Kia Sorento 2.5 Crdi Ex 4x4 At 140cv,8500.0,U$S,particular
Kia,Sorento,2019.0,2.2 Crdi Gt-line Ex 4x4,Gris,Diésel,5.0,Automática,2.2,90000 km,Kia Sorento 2.2 Crdi Gt-line Ex 4x4,48000.0,U$S,particular
Kia,Sorento,2008.0,2.5 Crdi Ex 4x4 At 140cv,,Diésel,5.0,Automática,2.5,175400 km,Kia Sorento 2.5 Crdi Ex 4x4 At 140cv,9500.0,U$S,particular
Kia,Sorento,2020.0,2.2 Crdi Ex At 4x2,Negro,Diésel,5.0,Automática,2.2,35000 km,Kia Sorento 2.2 Crdi Ex At 4x2,44000.0,U$S,particular
Kia,Sorento,2013.0,2.4 Ex 4x2 6at,,Nafta,5.0,Automática,2.4,114000 km,Kia Sorento 2.4 Ex 4x2 6at,16500.0,U$S,particular
Kia,Soul,2011.0,1.6 Pop 4at,Blanco,Nafta,5.0,Automática,1.6,139000 km,Kia Soul 1.6 Pop 4at,9272.73,U$S,concesionaria
Kia,Soul,2016.0,1.6 Ex At,Gris,Nafta,5.0,Automática,1.6,105000 km,Kia Soul 1.6 Ex At,15900.0,U$S,concesionaria
Kia,Soul,2012.0,1.6 Classic 5mt,Blanco,Nafta,5.0,Manual,1.6,81000 km,Kia Soul 1.6 Classic 5mt,9472.63,U$S,concesionaria
Kia,Soul,2012.0,1.6 Classic 5mt,,Nafta,5.0,Manual,1.6,81000 km,Kia Soul 1.6 Classic 5mt,9473.68,U$S,concesionaria
Kia,Soul,2015.0,1.6 Ex 132cv 6at,Azul,Nafta,5.0,Automática,1.6,130000 km,Kia Soul 1.6 Ex 132cv 6at,14400.0,U$S,particular
Kia,Soul,2016.0,1.6 Ex Bc 132cv 6at,Blanco,Nafta,5.0,Automática,1.6,62000 km,Kia Soul 1.6 Ex Bc 132cv 6at,16700.0,U$S,concesionaria
Kia,Soul,2016.0,1.6 Ex 132cv 6at,Blanco,Nafta,5.0,Automática,1.6,91837 km,Kia Soul 1.6 Ex 132cv 6at,14832.54,U$S,concesionaria
Kia,Soul,2016.0,1.6 EX AT 4x2,Plateado,Nafta,5.0,Automática,1,64000 km,Kia Soul 1.6 EX AT 4x2,14870.81,U$S,tienda
Kia,Soul,2012.0,1.6 Classic 5mt,,Nafta,5.0,Manual,1.6,85000 km,Kia Soul 1.6 Classic 5mt,5215.31,U$S,concesionaria
Kia,Soul,2015.0,1.6 Ex 132cv 6at,Gris,Nafta,5.0,Automática,1.6,88000 km,Kia Soul 1.6 Ex 132cv 6at,13971.29,U$S,concesionaria
Kia,Soul,2012.0,1.6 Pop 132cv 6at,,Nafta,5.0,Automática,1.6,130000 km,Kia Soul 1.6 Pop 132cv 6at,8708.13,U$S,particular
Kia,Soul,2010.0,1.6 Classic 5mt,Negro,Nafta,5.0,Manual,1.6,181000 km,Kia Soul 1.6 Classic 5mt,10000.0,U$S,concesionaria
Kia,Soul,2010.0,1.6 Pop 5mt,Gris,Nafta,5.0,Manual,1.6,120000 km,Kia Soul 1.6 Pop 5mt,8500.0,U$S,concesionaria
Kia,Soul,2018.0,1.6 Ex Premium 6at,Negro,Nafta,5.0,Automática,1.6,130000 km,Kia Soul 1.6 Ex Premium 6at,16500.0,U$S,concesionaria
Kia,Soul,2011.0,1.6 Pop 4at,Blanco,Nafta,5.0,Automática,1.6,98000 km,Kia Soul 1.6 Pop 4at,10900.0,U$S,particular
Kia,Soul,2011.0,1.6 Classic 5mt,Rojo,Nafta,5.0,Manual,1.6,113000 km,Kia Soul 1.6 Classic 5mt,8611.48,U$S,concesionaria
Kia,Soul,2015.0,1.6 Ex 132cv 6at,Azul,Nafta,5.0,Automática,1.6,126000 km,Kia Soul 1.6 Ex 132cv 6at,15500.0,U$S,concesionaria
Kia,Soul,2015.0,1.6 Ex 132cv 6mt,Azul,Nafta,5.0,Manual,1.6,111000 km,Kia Soul 1.6 Ex 132cv 6mt,15500.0,U$S,concesionaria
Kia,Soul,2014.0,1.6 Ex Bc 132cv 6at,Blanco,Nafta,5.0,Automática,1.6,100000 km,Kia Soul 1.6 Ex Bc 132cv 6at,11961.72,U$S,concesionaria
Kia,Soul,2012.0,1.6 Rock 132cv 6at,Blanco,Nafta,5.0,Automática,1.6,129000 km,Kia Soul 1.6 Rock 132cv 6at,9300.0,U$S,concesionaria
Kia,Soul,2013.0,1.6 Classic 132cv 6mt,Marrón,Nafta,5.0,Manual,1.6,98000 km,Kia Soul 1.6 Classic 132cv 6mt,11500.0,U$S,concesionaria
Kia,Soul,2015.0,EX 1.6 A/T,Gris,Nafta,5.0,Automática,1.6,111000 km,Kia Soul EX 1.6 A/T,14300.0,U$S,particular
Kia,Soul,2015.0,1.6 Ex 132cv 6at,Gris,Nafta,5.0,Automática,1.6,100000 km,Kia Soul 1.6 Ex 132cv 6at,14000.0,U$S,concesionaria
Kia,Soul,2018.0,1.6 Ex Bc 132cv 6at,Rojo,Nafta,5.0,Automática,1.6,48000 km,Kia Soul 1.6 Ex Bc 132cv 6at,19043.06,U$S,concesionaria
Kia,Soul,2015.0,1.6 Ex Bc 132cv 6at,Blanco,Nafta,5.0,Automática,1.6,75000 km,Kia Soul 1.6 Ex Bc 132cv 6at,13875.6,U$S,concesionaria
Kia,Soul,2011.0,1.6 Pop 4at,,Nafta,5.0,Automática,1.6,103000 km,Kia Soul 1.6 Pop 4at,9500.0,U$S,concesionaria
Kia,Soul,2014.0,1.6 Ex 132cv 6at,,Nafta,5.0,Automática,1.6,133000 km,Kia Soul 1.6 Ex 132cv 6at,11500.0,U$S,concesionaria
Kia,Soul,2013.0,1.6 Pop 132cv 6at,Gris,Nafta,5.0,Automática,1.6,104000 km,Kia Soul 1.6 Pop 132cv 6at,12000.0,U$S,concesionaria
Kia,Soul,2015.0,1.6 Ex Bc 132cv 6at,Azul,Nafta,5.0,Automática,1.6,90000 km,Kia Soul 1.6 Ex Bc 132cv 6at,15000.0,U$S,concesionaria
Kia,Soul,2016.0,1.6 Ex 132cv 6at,Gris,Nafta,5.0,Automática,1.6,88000 km,Kia Soul 1.6 Ex 132cv 6at,16746.41,U$S,concesionaria
Kia,Soul,2011.0,1.6 Classic 5mt,Gris,Nafta,5.0,Manual,1.6,115000 km,Kia Soul 1.6 Classic 5mt,9500.0,U$S,concesionaria
Kia,Soul,2015.0,1.6 Ex 132cv 6at,Azul,Nafta,5.0,Automática,1.6,60000 km,Kia Soul 1.6 Ex 132cv 6at,13301.44,U$S,concesionaria
Kia,Soul,2014.0,1.6 Ex Bc 132cv 6mt,Azul,Nafta,5.0,Manual,1.6,142000 km,Kia Soul 1.6 Ex Bc 132cv 6mt,10800.0,U$S,particular
Kia,Soul,2010.0,1.6 Classic 5mt,Blanco,Nafta,5.0,Manual,1.6,120000 km,Kia Soul 1.6 Classic 5mt,9350.0,U$S,concesionaria
Kia,Soul,2015.0,1.6 Ex 132cv 6mt,,Nafta,5.0,Manual,1.6,92000 km,Kia Soul 1.6 Ex 132cv 6mt,14000.0,U$S,particular
Kia,Soul,2011.0,1.6 Classic 5mt,,Nafta,5.0,Manual,1.6,208000 km,Kia Soul 1.6 Classic 5mt,10100.0,U$S,particular
Kia,Soul,2011.0,1.6 Classic 5mt,,Nafta,5.0,Manual,1.6,165000 km,Kia Soul 1.6 Classic 5mt,9138.76,U$S,particular
Kia,Soul,2010.0,1.6 Rock 5mt,,Nafta,5.0,Manual,1.6,138000 km,Kia Soul 1.6 Rock 5mt,8000.0,U$S,particular
Kia,Soul,2015.0,1.6 Ex 132cv 6at,,Nafta,5.0,Automática,1.6,80000 km,Kia Soul 1.6 Ex 132cv 6at,14900.0,U$S,particular
Kia,Soul,2015.0,1.6 Ex 132cv 6at,Blanco,Nafta,5.0,Automática,1.6,280000 km,Kia Soul 1.6 Ex 132cv 6at,12500.0,U$S,particular
Kia,Soul,2012.0,1.6 Rock 132cv 6at,Blanco,Nafta,5.0,Automática,1.6,108500 km,Kia Soul 1.6 Rock 132cv 6at,8612.44,U$S,particular
Kia,Soul,2015.0,1.6 Ex 132cv 6mt,,Nafta,5.0,Manual,1.6,140000 km,Kia Soul 1.6 Ex 132cv 6mt,12000.0,U$S,particular
Kia,Soul,2016.0,1.6 Ex Bc 132cv 6at,,Nafta,5.0,Automática,1.6,85500 km,Kia Soul 1.6 Ex Bc 132cv 6at,16100.0,U$S,particular
Kia,Soul,2013.0,1.6 Classic 132cv 6mt,,Nafta,5.0,Manual,1.6,81000 km,Kia Soul 1.6 Classic 132cv 6mt,12900.0,U$S,particular
Kia,Soul,2014.0,1.6 Classic 132cv 6mt,Gris,Nafta,5.0,Manual,1.6,200000 km,Kia Soul 1.6 Classic 132cv 6mt,10000.0,U$S,particular
Kia,Soul,2010.0,1.6 Rock 4at,,Nafta,5.0,Automática,1.6,190000 km,Kia Soul 1.6 Rock 4at,10800.0,U$S,particular
Chevrolet,Spin,2022.0,1.8 ACTIV 7AS AT,Blanco,Nafta,5.0,Automática,1.8,57770 km,Chevrolet Spin 1.8 ACTIV 7AS AT,22500.0,U$S,concesionaria
Chevrolet,Spin,2017.0,Ltz,Blanco,Nafta,5.0,Manual,1.3,139753 km,Chevrolet Spin 1.3 D 7p Ltz M/t 2017,12918.66,U$S,concesionaria
Chevrolet,Spin,2024.0,ACTIV,Blanco,Nafta,4.0,Automática,1.8,0 km,Chevrolet Spin 1.8 Nafta Activ 7 Asientos Automatica 2024,28133.97,U$S,tienda
Chevrolet,Spin,2021.0,1.8 Lt 5as 105cv,Gris oscuro,Nafta,5.0,Manual,,45500 km,Chevrolet Spin 1.8 Lt 5as 105cv,18500.0,U$S,concesionaria
Chevrolet,Spin,2017.0,1.8 Activ LTZ AT 5AS,Gris,Nafta,5.0,Automática,1.8,82000 km,Chevrolet Spin 1.8 Activ LTZ AT 5AS,12918.56,U$S,concesionaria
Chevrolet,Spin,2022.0,Premier M/T 7as,Gris,Nafta,5.0,Manual,1.8,38000 km,Chevrolet Spin Premier M/t 7as 2022 No Gnc Kicks Ds7 Hdi 2.0,8899.52,U$S,concesionaria
Chevrolet,Spin,2022.0,Premier 7p 1.8,Gris,Nafta,5.0,Manual,1.8,38000 km,Chevrolet Spin Premier 7as 1.8 2022 No Ltz 5as Kicks 2016 Lt,21999.9,U$S,concesionaria
Kia,Sportage,2016.0,2.0 Ex 154cv,Gris,Nafta,5.0,Manual,2.0,95000 km,Kia Sportage 2.0 Ex 154cv,17703.35,U$S,tienda
Kia,Sportage,2018.0,2.0 Crdi Ex Gt-line At 4x4,Gris,Diésel,5.0,Automática,2.0,65000 km,Kia Sportage 2.0 Crdi Ex Gt-line At 4x4,32900.0,U$S,concesionaria
Kia,Sportage,2017.0,2.0 Crdi Ex,Blanco,Diésel,5.0,Manual,2.0,185364 km,Kia Sportage 2.0 Crdi Ex,22966.51,U$S,tienda
Kia,Sportage,2017.0,2.0 Crdi Ex,Blanco,Diésel,5.0,Manual,2.0,185000 km,Kia Sportage 2.0 Crdi Ex,22966.51,U$S,tienda
Kia,Sportage,2017.0,2.0 Crdi Ex,Blanco,Diésel,5.0,Manual,2.0,186000 km,Kia Sportage 2.0 Crdi Ex,22966.51,U$S,tienda
Kia,Sportage,2023.0,2.0 Crdi Ex Gt-line At 4x4,Blanco,Diésel,5.0,Automática,2.0,0 km,Kia Sportage 2.0 Crdi Ex Gt-line At 4x4,65000.0,U$S,tienda
Kia,Sportage,2023.0,2.0 Ex 4x2,Azul,Diésel,5.0,Manual,2.0,0 km,Kia Sportage 2.0 Ex 4x2,56500.0,U$S,tienda
Kia,Sportage,2023.0,2.0 Ex 4x2,Azul,Diésel,5.0,Manual,2.0,0 km,Kia Sportage 2.0 Ex 4x2,56500.0,U$S,tienda
Kia,Sportage,2009.0,2.0 Ex Mt 4x4 Esp,Negro,Nafta,5.0,Manual,2.0,144637 km,Kia Sportage 2.0 Ex Mt 4x4 Esp,10526.32,U$S,tienda
Kia,Sportage,2011.0,2.0 Ex 2wd 163cv At,Gris,Nafta,5.0,Automática,2.0,134000 km,Kia Sportage 2.0 Ex 2wd 163cv At,12500.0,U$S,particular
Kia,Sportage,2018.0,2.0 Ex Premium At 154cv 4x2,Blanco,Nafta,5.0,Automática,2.0,64000 km,Kia Sportage 2.0 Ex Premium At 154cv 4x2,26900.0,U$S,tienda
Kia,Sportage,2017.0,2.0 Ex 154cv,Rojo,Nafta,5.0,Manual,2.0,58000 km,Kia Sportage 2.0 Ex 154cv,21052.63,U$S,tienda
Kia,Sportage,2017.0,2.0 Crdi Ex,Gris,Diésel,5.0,Manual,2.0,124000 km,Kia Sportage 2.0 Crdi Ex,23900.0,U$S,concesionaria
Kia,Sportage,2017.0,2.0 Ex,Blanco,Diésel,5.0,Manual,2.0,130000 km,Kia Sportage 2.0 Ex,22870.81,U$S,concesionaria
Kia,Sportage,2016.0,2.0 Ex 154cv,Plateado,Nafta,5.0,Manual,2.0,97000 km,Kia Sportage 2.0 Ex 154cv,17215.31,U$S,tienda
Kia,Sportage,2024.0,1.6 Ex X-Line T-Gdi Awd,Azul,Nafta,5.0,Automática,1.6,0 km,Kia Sportage 1.6 Ex X-Line T-Gdi Awd,68500.0,U$S,tienda
Kia,Sportage,2019.0,2.0 Crdi Ex Gt-line At 4x4,Gris,Diésel,5.0,Automática,2.0,52800 km,Kia Sportage 2.0 Crdi Ex Gt-line At 4x4,50000.0,U$S,tienda
Kia,Sportage,2016.0,2.0 Ex 154cv,Plateado,Nafta,5.0,Manual,2.0,97000 km,Kia Sportage 2.0 Ex 154cv,19617.22,U$S,tienda
Kia,Sportage,2017.0,2.0 Ex 154cv,Gris,Nafta,5.0,Manual,2.0,34052 km,Kia Sportage 2.0 Ex 154cv,26500.0,U$S,concesionaria
Kia,Sportage,2017.0,2.0 Crdi Ex,Gris,Diésel,5.0,Manual,2.0,106000 km,Kia Sportage 2.0 Crdi Ex,33000.0,U$S,tienda
Kia,Sportage,2018.0,2.0 Crdi Ex 4x2 Automática,Gris,Diésel,5.0,Automática,2.0,104000 km,Kia Sportage 2.0 Crdi Ex 4x2 Automática,21900.0,U$S,particular
Kia,Sportage,2012.0,2.0 Ex 2wd 163cv At,Gris,Nafta,5.0,Automática,2.0,130000 km,Kia Sportage 2.0 Ex 2wd 163cv At,12000.0,U$S,tienda
Kia,Sportage,2012.0,2.0 Ex 2wd 163cv At,,Nafta,5.0,Automática,2.0,113000 km,Kia Sportage 2.0 Ex 2wd 163cv At,12000.0,U$S,tienda
Kia,Sportage,2018.0,2.0 Crdi Ex Gt-line At 4x4,Plateado,Diésel,5.0,Automática,2.0,70000 km,Kia Sportage 2.0 Crdi Ex Gt-line At 4x4,27000.0,U$S,concesionaria
Kia,Sportage,2018.0,2.0 Ex At 154cv 4x2,Azul,Nafta,5.0,Automática,2.0,83000 km,Kia Sportage 2.0 Ex At 154cv 4x2,24401.91,U$S,concesionaria
Kia,Sportage,2017.0,2.0 Ex,Rojo,Diésel,5.0,Manual,2.0,58000 km,Kia Sportage 2.0 Ex,21052.63,U$S,tienda
Kia,Sportage,2024.0,EX 1.6 T TGDI DCT A/T 4x2,Blanco,Nafta,5.0,Automática secuencial,1.6 T,0 km,Kia Sportage EX 1.6 T TGDI DCT A/T 4x2,56500.0,U$S,tienda
Kia,Sportage,2018.0,2.0 Ex At 154cv 4x4,Negro,Nafta,5.0,Automática,2.0,114100 km,Kia Sportage 2.0 Ex At 154cv 4x4,23444.98,U$S,concesionaria
Kia,Sportage,2023.0,2.0 Ex At 154cv 4x4,Negro,Nafta,5.0,Automática,2.0,0 km,Kia Sportage 2.0 Ex At 154cv 4x4,67900.0,U$S,concesionaria
Kia,Sportage,2017.0,2.0 Ex 154cv,,Nafta,5.0,Manual,2.0,127235 km,Kia Sportage 2.0 Ex 154cv,24000.0,U$S,concesionaria
Kia,Sportage,2019.0,2.0 Crdi Ex Gt-line At 4x4,Gris,Diésel,5.0,Automática,2.0,80000 km,Kia Sportage 2.0 Crdi Ex Gt-line At 4x4,34500.0,U$S,particular
